"first_name","personLabel","countryLabel","Gender","Perc","NTimes","country_code"
"ive","ive dovžan","Slovenia","Man",100,2,"SI"
"ivo","ivo pačnik","Slovenia","Man",100,72,"SI"
"iwan","ivan kneževič","Slovenia","Man",100,1,"SI"
"iza","iza ogris","Slovenia","Woman",100,6,"SI"
"izak","izak šantej","Slovenia","Man",100,1,"SI"
"izidor","izidor mlakar","Slovenia","Man",100,29,"SI"
"iztok","iztok kramberger","Slovenia","Man",100,169,"SI"
"jadranka","jadranka seles","Slovenia","Woman",100,15,"SI"
"jaka","jaka vadnjal","Slovenia","Man",100,108,"SI"
"jaki","jaki jurgec","Slovenia","Man",100,1,"SI"
"jakob","jakob presečnik","Slovenia","Man",100,51,"SI"
"jakov","jakov fak","Slovenia","Man",100,3,"SI"
"jalen","jalen plut","Slovenia","Man",100,3,"SI"
"jan","jan jona javoršek","Slovenia","Man",100,125,"SI"
"jana","jana jarm","Slovenia","Woman",100,130,"SI"
"jane","jane štravs","Slovenia","Man",100,1,"SI"
"janez","janez kajzer","Slovenia","Man",100,800,"SI"
"jani","jani bekő","Slovenia","Man",100,40,"SI"
"janina","janina žagar","Slovenia","Woman",100,3,"SI"
"janja","janja urbas","Slovenia","Woman",100,109,"SI"
"janka","janka istenič","Slovenia","Woman",100,3,"SI"
"janko","janko rupnik","Slovenia","Man",100,153,"SI"
"janos","janoš ježovnik","Slovenia","Man",100,4,"SI"
"janus","januš pavlič","Slovenia","Man",100,2,"SI"
"jaro","jaro komac","Slovenia","Man",100,8,"SI"
"jaromir","jaro hilbert","Slovenia","Man",100,1,"SI"
"jaroslav","jaroslav škantar","Slovenia","Man",100,7,"SI"
"jas","jaš bensa","Slovenia","Man",100,3,"SI"
"jasa","jaša drnovšek","Slovenia","Man",100,9,"SI"
"jasmin","jasmin nazić","Slovenia","Man",100,12,"SI"
"jasmina","jasmina jerant","Slovenia","Woman",100,49,"SI"
"jasminka","jasminka pavlinac","Slovenia","Woman",100,3,"SI"
"jasna","jasna škarič","Slovenia","Woman",100,104,"SI"
"jedrt","jedrt lapuh maležič","Slovenia","Woman",100,1,"SI"
"jela","jela krečič","Slovenia","Woman",100,1,"SI"
"jelena","jelena isak kres","Slovenia","Woman",100,22,"SI"
"jelica","jelica šumič riha","Slovenia","Woman",100,3,"SI"
"jelka","jelka pšajd","Slovenia","Woman",100,64,"SI"
"jelko","jelko kacin","Slovenia","Man",100,2,"SI"
"jera","jera jeruc","Slovenia","Woman",100,6,"SI"
"jerca","jerca bajuk","Slovenia","Woman",100,7,"SI"
"jerica","jerica oblak parker","Slovenia","Woman",100,16,"SI"
"jerko","jerko čehovin","Slovenia","Man",100,1,"SI"
"jernej","jernej demšar","Slovenia","Man",100,218,"SI"
"jerneja","jerneja turin","Slovenia","Woman",100,64,"SI"
"jette","jette ostan vejrup","Slovenia","Woman",100,1,"SI"
"jiri","jiři bezlaj","Slovenia","Man",100,1,"SI"
"jo","jo zornik","Slovenia","Woman",100,1,"SI"
"joc","joc pečečnik","Slovenia","Man",100,2,"SI"
"joco","joco žnidaršič","Slovenia","Man",100,1,"SI"
"joe","joe valenčič","Slovenia","Man",100,1,"SI"
"johann","johann arzenšek","Slovenia","Man",100,1,"SI"
"john","john smrke","Slovenia","Man",100,2,"SI"
"jolanda","jolanda jezernik-leskovšek","Slovenia","Woman",100,11,"SI"
"jon","jon gorenc stanković","Slovenia","Man",100,3,"SI"
"jonas","jonas žnidaršič","Slovenia","Man",100,1,"SI"
"jonatan","jonatan vinkler","Slovenia","Man",100,1,"SI"
"jordan","jordan zahar","Slovenia","Man",100,1,"SI"
"jos","jos zalokar","Slovenia","Man",100,1,"SI"
"josef","josef vesel","Slovenia","Man",100,2,"SI"
"joseph","joseph rakuturahalahy","Slovenia","Man",100,4,"SI"
"josip","josip kopinič","Slovenia","Man",100,36,"SI"
"josipina","josipina kalc","Slovenia","Woman",100,1,"SI"
"josko","joško livk","Slovenia","Man",100,11,"SI"
"jost","jošt jakša","Slovenia","Man",100,14,"SI"
"jovan","jovan vidović","Slovenia","Man",100,1,"SI"
"jovana","jovana mihajlović trbovc","Slovenia","Woman",100,1,"SI"
"joze","jože čar","Slovenia","Man",100,628,"SI"
"jozef","jozef hagara","Slovenia","Man",100,1,"SI"
"jozefa","jožefa babnik","Slovenia","Woman",100,4,"SI"
"jozi","joži munih petrič","Slovenia","Woman",100,1,"SI"
"jozica","jožica mivšek","Slovenia","Woman",100,68,"SI"
"jozko","jožko žiberna","Slovenia","Man",100,15,"SI"
"jozsef","jožef varga","Slovenia","Man",100,2,"SI"
"juan","juan vasle","Slovenia","Man",100,1,"SI"
"judit","jutka rudaš","Slovenia","Woman",100,2,"SI"
"judita","judita strmčnik","Slovenia","Woman",100,20,"SI"
"jule","jule kačič","Slovenia","Man",100,1,"SI"
"julia","julia lackner","Slovenia","Woman",100,2,"SI"
"julij","julij borštnik","Slovenia","Man",100,9,"SI"
"julija","julija smole","Slovenia","Woman",100,15,"SI"
"julijan","julijan strajnar","Slovenia","Man",100,1,"SI"
"julijana","julijana lebez lozej","Slovenia","Woman",100,10,"SI"
"julio","julio radilovic","Slovenia","Man",100,1,"SI"
"julka","julka vahen","Slovenia","Woman",100,1,"SI"
"juraj","juraj martinović","Slovenia","Man",100,1,"SI"
"jure","jure urek","Slovenia","Man",99.2805755395683,278,"SI"
"jurica","jurica golemac","Slovenia","Man",100,1,"SI"
"jurij","jurij kuštrin","Slovenia","Man",100,159,"SI"
"jurka","jurka lepičnik vodopivec","Slovenia","Woman",100,1,"SI"
"juro","juro kislinger","Slovenia","Man",100,1,"SI"
"just","just lavrenčič","Slovenia","Man",100,1,"SI"
"justin","justin stanovnik","Slovenia","Man",100,2,"SI"
"justina","justina erčulj","Slovenia","Woman",100,1,"SI"
"juta","juta krulc","Slovenia","Woman",100,1,"SI"
"kai","kai cipot","Slovenia","Man",100,1,"SI"
"kaja","kaja kolmančič","Slovenia","Woman",100,52,"SI"
"kajetan","kajetan burger","Slovenia","Man",100,4,"SI"
"kamila","kamila volčanšek","Slovenia","Woman",100,1,"SI"
"karel","karel kožuh","Slovenia","Man",100,41,"SI"
"karin","karin komljanec","Slovenia","Woman",96.551724137931,29,"SI"
"karl","karl gorinšek","Slovenia","Man",100,9,"SI"
"karla","karla rener","Slovenia","Woman",100,5,"SI"
"karlo","karlo umek","Slovenia","Man",100,6,"SI"
"karmen","karmen čuček","Slovenia","Woman",100,72,"SI"
"karol","karol kuhar","Slovenia","Man",100,5,"SI"
"karolina","karolina kolmanič","Slovenia","Woman",100,4,"SI"
"karoly","károly holecz","Slovenia","Man",100,1,"SI"
"kasimir","kazimir petrič","Slovenia","Man",100,3,"SI"
"katalin","katalin munda hirnök","Slovenia","Woman",100,1,"SI"
"katarina","katarina bogataj gradišnik","Slovenia","Woman",100,195,"SI"
"katerina","katerina vidner ferkov","Slovenia","Woman",100,5,"SI"
"kathe","käthe grah","Slovenia","Woman",100,1,"SI"
"kati","kati turk","Slovenia","Woman",100,3,"SI"
"katica","katica bajuk-studen","Slovenia","Woman",100,4,"SI"
"katja","katja praznik","Slovenia","Woman",100,237,"SI"
"katjusa","katjuša mrak poljšak","Slovenia","Woman",100,2,"SI"
"katra","katra meke","Slovenia","Woman",100,5,"SI"
"kazimir","kazimir kolar","Slovenia","Man",100,4,"SI"
"ken","ken ograjenšek","Slovenia","Man",100,1,"SI"
"kenan","kenan bajrić","Slovenia","Man",100,2,"SI"
"kevin","kevin žižek","Slovenia","Man",100,5,"SI"
"kim","kim pletikos","Slovenia","Woman",100,5,"SI"
"klara","klara rekič","Slovenia","Woman",100,32,"SI"
"klaudija","klaudija sedar","Slovenia","Woman",100,1,"SI"
"klavdij","klavdij tutta","Slovenia","Man",100,6,"SI"
"klavdija","klavdija zirngast","Slovenia","Woman",94.7368421052632,19,"SI"
"klemen","klemen potočnik","Slovenia","Man",99.4117647058823,170,"SI"
"klementina","klementina hrast","Slovenia","Woman",100,7,"SI"
"konrad","konrad steblovnik","Slovenia","Man",100,9,"SI"
"kornelija","kornelija ajlec","Slovenia","Woman",100,1,"SI"
"kostja","kostja gatnik","Slovenia","Man",100,1,"SI"
"kozma","kozma ahačič","Slovenia","Man",100,1,"SI"
"kresimir","krešimir gebert","Slovenia","Man",100,5,"SI"
"kreso","krešo omerzel","Slovenia","Man",100,1,"SI"
"kris","kris jogan","Slovenia","Man",100,1,"SI"
"krista","krista fanedl","Slovenia","Woman",100,1,"SI"
"kristian","kristian koželj","Slovenia","Man",100,3,"SI"
"kristijan","kristijan ukmar","Slovenia","Man",100,19,"SI"
"kristina","kristina žužek rožman","Slovenia","Woman",100,73,"SI"
"kristjan","kristjan krebelj","Slovenia","Man",100,22,"SI"
"kristof","krištof bozovičar","Slovenia","Man",100,5,"SI"
"ksenija","ksenija prunk","Slovenia","Woman",100,75,"SI"
"ksenja","ksenja vidmar-horvat","Slovenia","Woman",100,2,"SI"
"kurt","kurt kancler","Slovenia","Man",100,1,"SI"
"la toya","la toya lopez","Slovenia","Woman",100,1,"SI"
"lada","lada cerar","Slovenia","Woman",100,5,"SI"
"ladislav","ladislav jenček","Slovenia","Man",100,24,"SI"
"lado","lado klinc","Slovenia","Man",100,17,"SI"
"lajos","lajos bence","Slovenia","Man",100,1,"SI"
"lamin","lamin diallo","Slovenia","Man",100,1,"SI"
"lan","lan hočevar","Slovenia","Man",100,6,"SI"
"lana","lana trotovšek","Slovenia","Woman",100,10,"SI"
"lara","lara klopčič","Slovenia","Woman",100,33,"SI"
"laris","laris gaiser","Slovenia","Man",100,1,"SI"
"larisa","larisa gabrovšek","Slovenia","Woman",100,10,"SI"
"larissa","larissa šoronda","Slovenia","Woman",100,1,"SI"
"laszlo","lászló göncz","Slovenia","Man",100,1,"SI"
"laura","laura zorn šušteršič","Slovenia","Woman",100,19,"SI"
"lazar","lazar tanasijević","Slovenia","Man",100,1,"SI"
"lea","lea ribarič","Slovenia","Woman",100,59,"SI"
"leander","leander cunja","Slovenia","Man",100,1,"SI"
"leja","leja dolenc-grošelj","Slovenia","Woman",100,6,"SI"
"lejla","lejla perviz","Slovenia","Woman",100,4,"SI"
"lela","lela b. njatin","Slovenia","Woman",100,1,"SI"
"lena","lena krušec","Slovenia","Woman",100,5,"SI"
"lenart","lenart girandon","Slovenia","Man",100,12,"SI"
"lenka","lenka jaš-bajželj","Slovenia","Woman",100,1,"SI"
"leo","leo stulac","Slovenia","Man",100,10,"SI"
"leon","leon žlebnik","Slovenia","Man",100,67,"SI"
"leonida","leonida mehle","Slovenia","Woman",100,7,"SI"
"leonora","leonora jakovljevič","Slovenia","Woman",100,2,"SI"
"leontina","leontina skrbinšek","Slovenia","Woman",100,1,"SI"
"leopold","leopold andree","Slovenia","Man",100,27,"SI"
"leopoldina","leopoldina plut-pregelj","Slovenia","Woman",100,1,"SI"
"lesley","lesley zore","Slovenia","Woman",100,1,"SI"
"lev","lev predan kowarski","Slovenia","Man",100,13,"SI"
"lia","lia šalehar","Slovenia","Woman",100,1,"SI"
"lida","lida bezlaj krevel","Slovenia","Woman",100,2,"SI"
"lidija","lidija čater","Slovenia","Woman",100,99,"SI"
"lijana","lijana dejak","Slovenia","Woman",100,1,"SI"
"lila","lila prap","Slovenia","Woman",100,1,"SI"
"lili","lili steblovnik","Slovenia","Woman",100,7,"SI"
"liliana","lilijana kozlovič","Slovenia","Woman",100,1,"SI"
"lilijana","liljana gaber","Slovenia","Woman",100,35,"SI"
"lina","lina kaldana","Slovenia","Woman",100,7,"SI"
"liridon","liridon osmanaj","Slovenia","Man",100,1,"SI"
"livij","livij bogatec","Slovenia","Man",100,1,"SI"
"livio","livio jakomin","Slovenia","Man",100,1,"SI"
"liza","liza marija grašič","Slovenia","Woman",100,7,"SI"
"ljerka","ljerka belak","Slovenia","Woman",100,9,"SI"
"ljuba","ljuba maver","Slovenia","Woman",100,12,"SI"
"ljuban","ljuban jakše","Slovenia","Man",100,1,"SI"
"ljubica","ljubica vučetič-zavrnik","Slovenia","Woman",100,14,"SI"
"ljubinka","ljubinka karpowicz","Slovenia","Woman",100,3,"SI"
"ljubisa","ljubiša pađen","Slovenia","Man",100,5,"SI"
"ljubo","ljubo tomažič","Slovenia","Man",100,30,"SI"
"ljubomir","ljubomir ugren","Slovenia","Man",100,7,"SI"
"ljudmila","ljudmila sinkovič","Slovenia","Woman",100,21,"SI"
"lojze","lojze penič","Slovenia","Man",100,50,"SI"
"lojzka","lojzka reščič","Slovenia","Woman",100,6,"SI"
"lorella","lorella flego","Slovenia","Woman",100,1,"SI"
"lovrenc","lovrenc gašparin","Slovenia","Man",100,5,"SI"
"lovro","lovro sinkovič","Slovenia","Man",100,27,"SI"
"luc","luc menaše","Slovenia","Man",100,1,"SI"
"luca","luca ferrini","Slovenia","Man",100,1,"SI"
"lucas","lucas mario horvat","Slovenia","Man",100,2,"SI"
"lucia","lucia tkáčová","Slovenia","Woman",100,1,"SI"
"lucija","lucija črepinšek-lipuš","Slovenia","Woman",100,67,"SI"
"lucijan","lucijan vuga","Slovenia","Man",100,13,"SI"
"lucka","lučka križman","Slovenia","Woman",100,21,"SI"
"ludvik","ludvik volf","Slovenia","Man",100,46,"SI"
"lujo","lujo šuklje","Slovenia","Man",100,2,"SI"
"luka","luka ložar","Slovenia","Man",100,240,"SI"
"luna","luna babic","Slovenia","Man",100,1,"SI"
"lydia","lydia mihelič pulsipher","Slovenia","Woman",100,1,"SI"
"m.","duncan haldane","Slovenia","Man",100,1,"SI"
"macario","macario hing-glover","Slovenia","Man",100,1,"SI"
"magda","magda gabrijelčič","Slovenia","Woman",100,26,"SI"
"magdalena","magdalena krajnc","Slovenia","Woman",100,11,"SI"
"maila","maila golob","Slovenia","Woman",100,1,"SI"
"maj","maj smerkol","Slovenia","Man",100,4,"SI"
"maja","maja kersnik","Slovenia","Woman",99.4832041343669,387,"SI"
"majda","majda renko","Slovenia","Woman",100,126,"SI"
"maks","maks strmčnik","Slovenia","Man",100,34,"SI"
"maksim","maksim bartolj","Slovenia","Man",100,2,"SI"
"maksimilijan","maksimilijan kovač","Slovenia","Man",100,9,"SI"
"mamitas","berta ukmar","Slovenia","Woman",100,6,"SI"
"manca","manca pislak","Slovenia","Woman",100,51,"SI"
"manica","manica lorenčič","Slovenia","Woman",100,15,"SI"
"manja","manja žugman širnik","Slovenia","Woman",100,24,"SI"
"mansuet","mansuet janez andrej božič","Slovenia","Man",100,1,"SI"
"manuela","manuella","Slovenia","Woman",100,1,"SI"
"mara","mara šlajpah zorn","Slovenia","Woman",100,8,"SI"
"marc","marc kavaš","Slovenia","Man",100,1,"SI"
"marcel","marcel topler","Slovenia","Man",100,17,"SI"
"marcela","marcela bole","Slovenia","Woman",100,1,"SI"
"marcello","marcello potocco","Slovenia","Man",100,1,"SI"
"marco","marco pozzetto","Slovenia","Man",100,1,"SI"
"marcos","marcos luis jerman","Slovenia","Man",100,3,"SI"
"mare","mare cestnik","Slovenia","Man",100,1,"SI"
"marek","marek lenardič","Slovenia","Man",100,2,"SI"
"margareta","margareta benčič","Slovenia","Woman",100,7,"SI"
"margit","margit podvornik alhady","Slovenia","Woman",100,1,"SI"
"maria","maría debevec simčič","Slovenia","Woman",100,2,"SI"
"marian","marjan drnovšek","Slovenia","Man",100,3,"SI"
"marica","marica globočnik","Slovenia","Woman",100,8,"SI"
"marij","marij bizjak","Slovenia","Man",100,5,"SI"
"marija","ema marković","Slovenia","Woman",99.3769470404984,321,"SI"
"marijan","marijan prosen","Slovenia","Man",100,82,"SI"
"marijana","marijana mavsar","Slovenia","Woman",100,20,"SI"
"marika","marika kardinar-nagy","Slovenia","Woman",100,3,"SI"
"marin","marin medak","Slovenia","Man",100,1,"SI"
"marina","marina vesel-lukić","Slovenia","Woman",100,43,"SI"
"marinka","marinka ribič","Slovenia","Woman",100,23,"SI"
"marinko","marinko galič","Slovenia","Man",100,2,"SI"
"marino","marino bicman","Slovenia","Man",100,5,"SI"
"mario","mario šelih","Slovenia","Man",100,35,"SI"
"marisa","mariša golob","Slovenia","Woman",100,1,"SI"
"marja","marja strojin","Slovenia","Woman",100,10,"SI"
"marjan","marjan podlesek","Slovenia","Man",100,362,"SI"
"marjana","marjana lipoglavšek","Slovenia","Woman",100,54,"SI"
"marjanca","marjanca avsec","Slovenia","Woman",100,19,"SI"
"marjeta","marjeta škerl","Slovenia","Woman",100,112,"SI"
"marjetica","marjetica potrč","Slovenia","Woman",100,1,"SI"
"marjetka","marjetka balkovec debevec","Slovenia","Woman",100,29,"SI"
"mark","mark floyd bračič","Slovenia","Man",100,23,"SI"
"marko","marko slapar","Slovenia","Man",100,720,"SI"
"marlenka","marlenka stupica","Slovenia","Woman",100,1,"SI"
"mart","mart ogen","Slovenia","Man",100,2,"SI"
"marta","martin anton grad","Slovenia","Woman",100,65,"SI"
"martin","martin kavčič","Slovenia","Man",100,208,"SI"
"martina","martina gomzi","Slovenia","Woman",99.2592592592593,135,"SI"
"marusa","maruša sagadin","Slovenia","Woman",100,59,"SI"
"maruska","maruška nardoni","Slovenia","Woman",100,12,"SI"
"masa","maša jelušič","Slovenia","Woman",100,75,"SI"
"massimiliano","maksimilijan gergolet","Slovenia","Man",100,1,"SI"
"mate","mate bekavac","Slovenia","Man",100,2,"SI"
"matej","matej majnik","Slovenia","Man",100,396,"SI"
"mateja","mateja končina peternel","Slovenia","Woman",99.6389891696751,277,"SI"
"matejka","matejka križan","Slovenia","Woman",100,12,"SI"
"matevz","matevž vospernik","Slovenia","Man",100,108,"SI"
"matic","matic novak","Slovenia","Man",100,95,"SI"
"matija","matija boris peterlin","Slovenia","Man",100,137,"SI"
"matilda","matilda serec","Slovenia","Woman",100,1,"SI"
"matjaz","matjaž mravlja","Slovenia","Man",100,454,"SI"
"matt","matt stajan","Slovenia","Man",100,1,"SI"
"maurizio","maurizio tremul","Slovenia","Man",100,1,"SI"
"mauro","mauro hrvatin","Slovenia","Man",100,1,"SI"
"mavricij","mavricij zgonik","Slovenia","Man",100,1,"SI"
"max","max bizjan","Slovenia","Man",100,3,"SI"
"maya","maja medvešek","Slovenia","Woman",100,4,"SI"
"medard","medard brezovnik","Slovenia","Man",100,1,"SI"
"mehmed","memi bečirovič","Slovenia","Man",100,1,"SI"
"meira","meira hot","Slovenia","Woman",100,1,"SI"
"melania","melania trump","Slovenia","Woman",100,1,"SI"
"melanija","melanija larisa fabčič","Slovenia","Woman",100,1,"SI"
"melita","melita balas rant","Slovenia","Woman",100,8,"SI"
"mercedes","mercedes lovrečič","Slovenia","Woman",100,1,"SI"
"meri","meri avsenak pogačnik","Slovenia","Woman",100,1,"SI"
"merisa","merisa dautović","Slovenia","Woman",100,1,"SI"
"merlene","merlene ottey","Slovenia","Woman",100,1,"SI"
"meta","meta bogel","Slovenia","Woman",100,58,"SI"
"metka","metka kuhar","Slovenia","Woman",100,114,"SI"
"metod","metod pevec","Slovenia","Man",100,28,"SI"
"metoda","metoda senica","Slovenia","Woman",100,9,"SI"
"mia","mia skrbinac","Slovenia","Woman",100,8,"SI"
"michael","duncan haldane","Slovenia","Man",100,1,"SI"
"michele","michele leonardi","Slovenia","Man",100,1,"SI"
"miha","miha turšič","Slovenia","Man",100,347,"SI"
"mihael","mihael robek","Slovenia","Man",100,67,"SI"
"mihaela","mihaela fabjan","Slovenia","Woman",100,25,"SI"
"mihajlo","mihajlo djokić","Slovenia","Man",100,5,"SI"
"mihela","mihela kajzer cafnik","Slovenia","Woman",100,3,"SI"
"mija","mija oter gorenčič","Slovenia","Woman",100,14,"SI"
"mik","mik pavlovič","Slovenia","Man",100,3,"SI"
"mike","mike urbanija","Slovenia","Man",100,1,"SI"
"miki","miki muster","Slovenia","Man",100,2,"SI"
"miklavz","miklavž ocepek","Slovenia","Man",100,7,"SI"
"mila","mila kačič","Slovenia","Woman",100,1,"SI"
"milada","milada kalezić","Slovenia","Woman",100,1,"SI"
"miladin","miladin kozlina","Slovenia","Man",100,1,"SI"
"milan","milan horvat","Slovenia","Man",100,281,"SI"
"mile","mile korun","Slovenia","Man",100,3,"SI"
"milena","milena anđelić đukić","Slovenia","Woman",100,85,"SI"
"milenko","milenko ziherl","Slovenia","Man",100,15,"SI"
"mili","mili korpar","Slovenia","Woman",100,1,"SI"
"milica","milica antić gaber","Slovenia","Woman",100,22,"SI"
"milijana","milijana gligić","Slovenia","Woman",100,1,"SI"
"milivoj","milivoj kotnik","Slovenia","Man",100,8,"SI"
"milivoje","milivoje novaković","Slovenia","Man",100,1,"SI"
"miljan","miljan goljović","Slovenia","Man",100,1,"SI"
"miljana","miljana cunta","Slovenia","Woman",100,1,"SI"
"miljenko","miljenko martinjak","Slovenia","Man",100,3,"SI"
"milka","milka badjura","Slovenia","Woman",100,6,"SI"
"milko","milko krajnc","Slovenia","Man",100,14,"SI"
"milojka","milojka žižmond kofol","Slovenia","Woman",100,15,"SI"
"milorad","milorad ajnšpiler","Slovenia","Man",100,1,"SI"
"milos","miloš kravanja","Slovenia","Man",100,89,"SI"
"milovan","milovan zorc","Slovenia","Man",100,3,"SI"
"mimi","mimi malenšek","Slovenia","Woman",100,2,"SI"
"mina","mina špiler","Slovenia","Woman",100,10,"SI"
"minka","minka koprivnik","Slovenia","Woman",100,7,"SI"
"minu","minu kjuder","Slovenia","Woman",100,1,"SI"
"miodrag","miodrag basailović","Slovenia","Man",100,5,"SI"
"mira","mira hodnik","Slovenia","Woman",100,47,"SI"
"miran","miran devetak","Slovenia","Man",100,172,"SI"
"miranda","miranda zen vukovič","Slovenia","Woman",100,7,"SI"
"mirela","mirela rode","Slovenia","Woman",100,5,"SI"
"miriam","miriam drev","Slovenia","Woman",100,2,"SI"
"mirijam","mirjam kalin","Slovenia","Woman",100,1,"SI"
"mirjam","mirjam dujo jurjevčič","Slovenia","Woman",100,40,"SI"
"mirjana","mirjana zeljić brnčič","Slovenia","Woman",100,48,"SI"
"mirko","mirko fajdiga","Slovenia","Man",100,101,"SI"
"mirna","mirna macur","Slovenia","Woman",100,2,"SI"
"miro","miro romih","Slovenia","Man",100,55,"SI"
"miroljub","miroljub jakovljević","Slovenia","Man",100,3,"SI"
"miroslav","miroslav srdjak","Slovenia","Man",100,87,"SI"
"miroslava","miroslava straunik","Slovenia","Woman",100,9,"SI"
"mirsad","mirsad skorupan","Slovenia","Man",100,2,"SI"
"mirt","mirt komel","Slovenia","Man",100,3,"SI"
"mirta","mirta kozelj","Slovenia","Woman",100,1,"SI"
"mirza","mirza begić","Slovenia","Man",100,1,"SI"
"misa","miša molk","Slovenia","Woman",100,13,"SI"
"mitja","mitja peček","Slovenia","Man",99.6124031007752,258,"SI"
"mladen","mladen bratović","Slovenia","Man",100,43,"SI"
"mohammad","mohammad-javad hosseini","Slovenia","Man",100,1,"SI"
"mohsen","mohsen alhady","Slovenia","Man",100,1,"SI"
"mojca","mojca filipič sterle","Slovenia","Woman",100,384,"SI"
"mojmir","mojmir uranjek","Slovenia","Man",100,11,"SI"
"monika","monika osvald","Slovenia","Woman",100,69,"SI"
"mustafa","mustafa nukić","Slovenia","Man",100,2,"SI"
"nace","nace kosmač","Slovenia","Man",100,12,"SI"
"nada","nada velkavrh","Slovenia","Woman",100,92,"SI"
"nadezda","nadežda kotršová","Slovenia","Woman",100,1,"SI"
"nadezhda","nadezda tokareva","Slovenia","Woman",100,2,"SI"
"nadia","nadia molek","Slovenia","Woman",100,1,"SI"
"nadja","nadja kokalj-vokač","Slovenia","Woman",100,39,"SI"
"nagisa","nagisa moritoki škof","Slovenia","Woman",100,1,"SI"
"nana","nana krauberger","Slovenia","Woman",100,7,"SI"
"nande","nande razboršek","Slovenia","Man",100,3,"SI"
"narcis","narcis mršić","Slovenia","Man",100,1,"SI"
"narcisa","narcisa mihevc-mohr","Slovenia","Woman",100,4,"SI"
"narvika","narvika bovcon","Slovenia","Woman",100,1,"SI"
"natalia","natalia djachkova","Slovenia","Woman",100,1,"SI"
"nataliia","nataliya derepasko","Slovenia","Woman",100,1,"SI"
"natalija","natalija vovk ornik","Slovenia","Woman",100,41,"SI"
"natan","natan osterman","Slovenia","Man",100,2,"SI"
"natasa","natasa govekar","Slovenia","Woman",100,1,"SI"
"nebojsa","nebojša glumac","Slovenia","Man",100,5,"SI"
"neda","neda milkovič","Slovenia","Woman",100,7,"SI"
"nedeljka","nedeljka pirjevec","Slovenia","Woman",100,1,"SI"
"nedzad","nedžad botonjič","Slovenia","Man",100,1,"SI"
"neja","neja blaj hribar","Slovenia","Woman",100,13,"SI"
"nejc","nejc berlisk","Slovenia","Man",100,103,"SI"
"nejka","jerneja repinc zupančič","Slovenia","Woman",100,1,"SI"
"neli","neli hofman","Slovenia","Woman",100,11,"SI"
"nemanja","nemanja mitrović","Slovenia","Man",100,1,"SI"
"nena","nena kopčavar guček","Slovenia","Woman",100,7,"SI"
"nenad","nenad gubeljak","Slovenia","Man",100,20,"SI"
"neva","neva jejčič","Slovenia","Woman",100,17,"SI"
"neven","neven jovanović","Slovenia","Man",100,3,"SI"
"nevenka","nevenka koprivšek","Slovenia","Woman",100,42,"SI"
"nevin","nevin birsa","Slovenia","Man",100,1,"SI"
"neza","neža strajnar","Slovenia","Woman",100,44,"SI"
"nezka","nežka raztresen","Slovenia","Woman",100,6,"SI"
"nicholas","nicholas oman","Slovenia","Man",100,1,"SI"
"nick","nick perc","Slovenia","Man",100,1,"SI"
"nicolas","nicolas rajsel","Slovenia","Man",100,1,"SI"
"nik","nik čemažar","Slovenia","Man",100,14,"SI"
"nika","nika vaupotič","Slovenia","Woman",100,87,"SI"
"nike","nike kocijančič pokorn","Slovenia","Woman",100,1,"SI"
"nikica","nikica brumen","Slovenia","Woman",100,1,"SI"
"niko","niko basarič","Slovenia","Man",100,51,"SI"
"nikola","nikola tolimir","Slovenia","Man",100,14,"SI"
"nikolai","niko jež","Slovenia","Man",100,1,"SI"
"nikolaj","nikolaj dragoš","Slovenia","Man",100,22,"SI"
"nina","nina marič","Slovenia","Woman",100,223,"SI"
"ninna","ninna kozorog","Slovenia","Woman",100,1,"SI"
"nino","nino ošlak","Slovenia","Man",100,13,"SI"
"nives","nives marvin","Slovenia","Woman",100,26,"SI"
"noni","noni žunec","Slovenia","Man",100,1,"SI"
"norbert","norbert jaušovec","Slovenia","Man",100,1,"SI"
"norma","norma mankoč-borštnik","Slovenia","Woman",100,2,"SI"
"nusa","nuša pukšič","Slovenia","Woman",100,34,"SI"
"nuska","nuška sergo","Slovenia","Woman",100,7,"SI"
"olaf","olaf globočnik","Slovenia","Man",100,1,"SI"
"olga","olga trtnik","Slovenia","Woman",100,53,"SI"
"oliver","oliver buček","Slovenia","Man",100,7,"SI"
"olivera","olivera jovanović","Slovenia","Woman",100,3,"SI"
"olmo","olmo omerzu","Slovenia","Man",100,1,"SI"
"omar","omar naber","Slovenia","Man",100,1,"SI"
"ondina","ondina otta klasinc","Slovenia","Woman",100,1,"SI"
"orest","orest jarh","Slovenia","Man",100,1,"SI"
"orlando","orlando uršič","Slovenia","Man",100,1,"SI"
"oscar","oscar m. molek","Slovenia","Man",100,1,"SI"
"oskar","oskar sterle","Slovenia","Man",100,14,"SI"
"osman","osman đogić","Slovenia","Man",100,1,"SI"
"otmar","otmar avsec","Slovenia","Man",100,7,"SI"
"oto","oto petrovič","Slovenia","Man",100,10,"SI"
"otokar","otokar praper","Slovenia","Man",100,1,"SI"
"oton","oton bajde","Slovenia","Man",100,14,"SI"
"otona","andrej otona župančič","Slovenia","Man",100,1,"SI"
"otto","otto gerdina","Slovenia","Man",100,1,"SI"
"pamela","pamela begič","Slovenia","Woman",100,1,"SI"
"paola","paola korošec","Slovenia","Woman",100,1,"SI"
"patricia","patricia kotnik","Slovenia","Woman",100,7,"SI"
